"Track Title","Track Length","Artist","Album","Genre"
The Meaning of Life,2:57,The Offspring,Ixnay on the Hombre,Rock
Mota,2:57,The Offspring,Ixnay on the Hombre,Rock
Me & My Old Lady,4:33,The Offspring,Ixnay on the Hombre,Rock
Cool to Hate,2:48,The Offspring,Ixnay on the Hombre,Rock
Leave It Behind,1:59,The Offspring,Ixnay on the Hombre,Rock
Gone Away,4:29,The Offspring,Ixnay on the Hombre,Rock
I Choose,3:55,The Offspring,Ixnay on the Hombre,Rock
Intermission,0:48,The Offspring,Ixnay on the Hombre,Rock
All I Want,1:55,The Offspring,Ixnay on the Hombre,Rock
Way Down the Line,2:37,The Offspring,Ixnay on the Hombre,Rock
Don't Pick It Up,1:54,The Offspring,Ixnay on the Hombre,Rock
Amazed,4:25,The Offspring,Ixnay on the Hombre,Rock
Change the World,6:24,The Offspring,Ixnay on the Hombre,Rock
Jennifer Lost the War,2:35,The Offspring,The Offspring,Punk
Elders,2:11,The Offspring,The Offspring,Punk
Out on Patrol,2:33,The Offspring,The Offspring,Punk
Crossroads,2:47,The Offspring,The Offspring,Punk
Demons (A Mexican Fiesta),3:10,The Offspring,The Offspring,Punk
Beheaded,2:52,The Offspring,The Offspring,Punk
Tehran,3:07,The Offspring,The Offspring,Punk
A Thousand Days,2:11,The Offspring,The Offspring,Punk
Blackball,3:24,The Offspring,The Offspring,Punk
I'll Be Waiting,3:12,The Offspring,The Offspring,Punk
Half-Truism,3:26,The Offspring,"Rise and Fall, Rage and Grace",Rock
Trust in You,3:09,The Offspring,"Rise and Fall, Rage and Grace",Rock
"You're Gonna Go Far, Kid",2:58,The Offspring,"Rise and Fall, Rage and Grace",Rock
Hammerhead,4:38,The Offspring,"Rise and Fall, Rage and Grace",Rock
A Lot Like Me,4:28,The Offspring,"Rise and Fall, Rage and Grace",Rock
Takes Me Nowhere,3:00,The Offspring,"Rise and Fall, Rage and Grace",Rock
"Kristy, Are You Doing Okay?",3:43,The Offspring,"Rise and Fall, Rage and Grace",Rock
Nothingtown,3:29,The Offspring,"Rise and Fall, Rage and Grace",Rock
Stuff Is Messed Up,3:33,The Offspring,"Rise and Fall, Rage and Grace",Rock
Fix You,4:19,The Offspring,"Rise and Fall, Rage and Grace",Rock
Let's Hear It for Rock Bottom,4:05,The Offspring,"Rise and Fall, Rage and Grace",Rock
Rise and Fall,2:59,The Offspring,"Rise and Fall, Rage and Grace",Rock
Time to Relax,0:25,The Offspring,Smash (2008 Remaster),Rock
Nitro (Youth Energy),2:27,The Offspring,Smash (2008 Remaster),Rock
Bad Habit,3:44,The Offspring,Smash (2008 Remaster),Rock
Genocide,3:33,The Offspring,Smash (2008 Remaster),Rock
Something to Believe In,3:18,The Offspring,Smash (2008 Remaster),Rock
It'll Be a Long Time,2:43,The Offspring,Smash (2008 Remaster),Rock
Killboy Powerhead,2:03,The Offspring,Smash (2008 Remaster),Rock
What Happened to You?,2:12,The Offspring,Smash (2008 Remaster),Rock
So Alone,1:17,The Offspring,Smash (2008 Remaster),Rock
Not the One,2:54,The Offspring,Smash (2008 Remaster),Rock
Smash,10:40,The Offspring,Smash (2008 Remaster),Rock
Neocon,1:07,The Offspring,Splinter,Rock
The Noose,3:19,The Offspring,Splinter,Rock
Long Way Home,2:23,The Offspring,Splinter,Rock
Hit That,2:49,The Offspring,Splinter,Rock
Race Against Myself,3:32,The Offspring,Splinter,Rock
(Can't Get My) Head Around You,2:15,The Offspring,Splinter,Rock
The Worst Hangover Ever,2:58,The Offspring,Splinter,Rock
Never Gonna Find Me,2:39,The Offspring,Splinter,Rock
Lightning Rod,3:20,The Offspring,Splinter,Rock
Spare Me the Details,3:24,The Offspring,Splinter,Rock
Da Hui,1:42,The Offspring,Splinter,Rock
When You're in Prison,2:33,The Offspring,Splinter,Rock
Do What You Want,1:09,The Offspring,Summer Nationals - Single,Rock
No Control,1:47,The Offspring,Summer Nationals - Single,Rock
No Reason Why,2:44,The Offspring,Summer Nationals - Single,Rock
The Only Difference Between Martyrdom and Suicide Is Press Coverage,2:55,Panic! At the Disco,A Fever You Can't Sweat Out,Alternative
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,3:20,Panic! At the Disco,A Fever You Can't Sweat Out,Alternative
But It's Better If You Do,3:26,Panic! At the Disco,A Fever You Can't Sweat Out,Alternative
I Write Sins Not Tragedies,3:07,Panic! At the Disco,A Fever You Can't Sweat Out,Alternative
Nine In the Afternoon,3:12,Panic! At the Disco,Pretty. Odd.,Alternative
Getting Away With Murder,3:11,Papa Roach,Getting Away With Murder,Hard Rock
Scars,3:28,Papa Roach,Getting Away With Murder,Hard Rock
Last Resort,3:20,Papa Roach,Infest,Hard Rock
Between Angels and Insects,3:54,Papa Roach,Infest,Hard Rock
Time and Time Again,2:58,Papa Roach,Lovehatetragedy,Hard Rock
She Loves Me Not,3:30,Papa Roach,Lovehatetragedy,Hard Rock
Hollywood Whore,3:54,Papa Roach,Metamorphosis,Hard Rock
Forever (Explicit),4:06,Papa Roach,The Paramour Sessions,Rock
Burn,3:26,Papa Roach,Time for Annihilation: on the Record & on the Road,Hard Rock
Kick in the Teeth,3:11,Papa Roach,Time for Annihilation: on the Record & on the Road,Hard Rock
No Matter What,3:33,Papa Roach,Time for Annihilation: on the Record & on the Road,Hard Rock
Paul (Skit),0:11,"Paul ""Bunyan"" Rosenberg",The Marshall Mathers LP,Hip-Hop/Rap
Jeremy (Radio Edit),4:50,Pearl Jam,Jeremy - Single,Rock
Yellow Ledbetter,5:04,Pearl Jam,Jeremy - Single,Rock
Just Breathe,3:35,Pearl Jam,Just Breathe - Single,Rock
Just Breathe (Live from Austin City Limits),3:44,Pearl Jam,Just Breathe - Single,Rock
Last Kiss,3:15,Pearl Jam,Last Kiss - Single,Pop
Soldier of Love,2:54,Pearl Jam,Last Kiss - Single,Pop
Life Wasted,3:52,Pearl Jam,Pearl Jam,Alternative
World Wide Suicide,3:27,Pearl Jam,Pearl Jam,Alternative
Comatose,2:20,Pearl Jam,Pearl Jam,Alternative
Severed Hand,4:28,Pearl Jam,Pearl Jam,Alternative
Marker In the Sand,4:22,Pearl Jam,Pearl Jam,Alternative
Parachutes,3:35,Pearl Jam,Pearl Jam,Alternative
Unemployable,3:03,Pearl Jam,Pearl Jam,Alternative
Big Wave,2:56,Pearl Jam,Pearl Jam,Alternative
Gone,4:08,Pearl Jam,Pearl Jam,Alternative
Wasted Reprise,0:52,Pearl Jam,Pearl Jam,Alternative
Army Reserve,3:42,Pearl Jam,Pearl Jam,Alternative
Come Back,5:26,Pearl Jam,Pearl Jam,Alternative
Inside Job,7:08,Pearl Jam,Pearl Jam,Alternative
Once,3:51,Pearl Jam,Ten,Alternative
Even Flow,4:53,Pearl Jam,Ten,Alternative
Alive,5:41,Pearl Jam,Ten,Alternative
Why Go,3:20,Pearl Jam,Ten,Alternative
Black,5:43,Pearl Jam,Ten,Alternative
Jeremy,5:18,Pearl Jam,Ten,Alternative
Oceans,2:42,Pearl Jam,Ten,Alternative
Porch,3:31,Pearl Jam,Ten,Alternative
Garden,4:59,Pearl Jam,Ten,Alternative
Deep,4:18,Pearl Jam,Ten,Alternative
Release,9:06,Pearl Jam,Ten,Alternative
Better Man,4:29,Pearl Jam,Vitalogy (Expanded Edition),Alternative
Immortality,5:29,Pearl Jam,Vitalogy (Expanded Edition),Alternative
Daughter,3:55,Pearl Jam,Vs. (Expanded Edition),Alternative
Elderly Woman Behind the Counter In a Small Town,3:16,Pearl Jam,Vs. (Expanded Edition),Alternative
Given to Fly,4:01,Pearl Jam,Yield,Alternative
Wishlist,3:27,Pearl Jam,Yield,Alternative
Ashes,3:01,Pepper,In With The Old,Alternative
The Good Thing,0:27,Pepper,Kona Town,Reggae
Stone Love,4:15,Pepper,Kona Town,Reggae
Dry Spell,3:55,Pepper,Kona Town,Reggae
Face Plant,3:20,Pepper,Kona Town,Reggae
Tradewinds,4:16,Pepper,Kona Town,Reggae
Stormtrooper,5:27,Pepper,Kona Town,Reggae
Ho's,3:28,Pepper,Kona Town,Reggae
B.O.O.T.,4:08,Pepper,Kona Town,Reggae
Give It Up,3:21,Pepper,Kona Town,Reggae
Sitting On the Curb,3:03,Pepper,Kona Town,Reggae
Too Much,3:25,Pepper,Kona Town,Reggae
Tongues,3:36,Pepper,Kona Town,Reggae
Office,3:52,Pepper,Kona Town,Reggae
Freeze,3:25,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Davey Jones Locker,3:39,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Things That You Love,3:45,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Wet Dreams,2:31,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Love 101,2:36,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Lucy,3:28,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Musical 69,2:53,Pepper,Pink Crustaceans and Good Vibrations,Reggae
The Phoenix,3:47,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Do Something,2:36,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Slave,2:46,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Ambition,3:32,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Stand and Fall,3:01,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Blackout,2:20,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Drive,7:14,Pepper,Pink Crustaceans and Good Vibrations,Reggae
Eat the Elephant,5:14,A Perfect Circle,Eat the Elephant,Hard Rock
Disillusioned,5:54,A Perfect Circle,Eat the Elephant,Rock
The Contrarian,3:59,A Perfect Circle,Eat the Elephant,Hard Rock
The Doomed,4:42,A Perfect Circle,Eat the Elephant,Rock
"So Long, and Thanks For All the Fish",4:26,A Perfect Circle,Eat the Elephant,Rock
TalkTalk,4:16,A Perfect Circle,Eat the Elephant,Rock
By and Down the River,5:05,A Perfect Circle,Eat the Elephant,Hard Rock
Delicious,3:50,A Perfect Circle,Eat the Elephant,Hard Rock
DLB,2:07,A Perfect Circle,Eat the Elephant,Hard Rock
Hourglass,5:14,A Perfect Circle,Eat the Elephant,Hard Rock
Feathers,5:48,A Perfect Circle,Eat the Elephant,Hard Rock
Get the Lead Out,6:41,A Perfect Circle,Eat the Elephant,Hard Rock
The Hollow,2:59,A Perfect Circle,Mer De Noms,Hard Rock
Magdalena,4:06,A Perfect Circle,Mer De Noms,Hard Rock
Rose,3:26,A Perfect Circle,Mer De Noms,Hard Rock
Judith,4:07,A Perfect Circle,Mer De Noms,Hard Rock
Orestes,4:48,A Perfect Circle,Mer De Noms,Hard Rock
3 Libras,3:40,A Perfect Circle,Mer De Noms,Hard Rock
Sleeping Beauty,4:11,A Perfect Circle,Mer De Noms,Hard Rock
Thomas,3:29,A Perfect Circle,Mer De Noms,Hard Rock
Renholdër,2:24,A Perfect Circle,Mer De Noms,Hard Rock
Thinking of You,4:35,A Perfect Circle,Mer De Noms,Hard Rock
Breña,4:24,A Perfect Circle,Mer De Noms,Hard Rock
Over,2:23,A Perfect Circle,Mer De Noms,Hard Rock
The Package,7:40,A Perfect Circle,Thirteenth Step,Hard Rock
Weak and Powerless,3:15,A Perfect Circle,Thirteenth Step,Hard Rock
The Noose,4:53,A Perfect Circle,Thirteenth Step,Hard Rock
Blue,4:14,A Perfect Circle,Thirteenth Step,Hard Rock
Vanishing,4:51,A Perfect Circle,Thirteenth Step,Hard Rock
A Stranger,3:12,A Perfect Circle,Thirteenth Step,Hard Rock
The Outsider,4:06,A Perfect Circle,Thirteenth Step,Hard Rock
Crimes,2:35,A Perfect Circle,Thirteenth Step,Hard Rock
The Nurse Who Loved Me,4:05,A Perfect Circle,Thirteenth Step,Hard Rock
Pet,4:34,A Perfect Circle,Thirteenth Step,Hard Rock
Lullaby,2:02,A Perfect Circle,Thirteenth Step,Hard Rock
Gravity,5:08,A Perfect Circle,Thirteenth Step,Hard Rock
California (Tchad Blake Mix),3:14,Phantom Planet,The Guest,Rock
Speak to Me,1:05,Pink Floyd,The Dark Side of the Moon,Rock
Breathe (In the Air),2:50,Pink Floyd,The Dark Side of the Moon,Rock
On the Run,3:45,Pink Floyd,The Dark Side of the Moon,Rock
Time,6:54,Pink Floyd,The Dark Side of the Moon,Rock
The Great Gig In the Sky,4:44,Pink Floyd,The Dark Side of the Moon,Rock
Money,6:23,Pink Floyd,The Dark Side of the Moon,Rock
Us and Them,7:49,Pink Floyd,The Dark Side of the Moon,Rock
Any Colour You Like,3:26,Pink Floyd,The Dark Side of the Moon,Rock
Brain Damage,3:47,Pink Floyd,The Dark Side of the Moon,Rock
Eclipse,2:10,Pink Floyd,The Dark Side of the Moon,Rock
In the Flesh?,3:19,Pink Floyd,The Wall,Rock
The Thin Ice,2:26,Pink Floyd,The Wall,Rock
"Another Brick In the Wall, Pt. 1",3:12,Pink Floyd,The Wall,Rock
The Happiest Days of Our Lives,1:51,Pink Floyd,The Wall,Rock
"Another Brick In the Wall, Pt. 2",3:59,Pink Floyd,The Wall,Rock
Mother,5:35,Pink Floyd,The Wall,Rock
Goodbye Blue Sky,2:47,Pink Floyd,The Wall,Rock
Empty Spaces,2:08,Pink Floyd,The Wall,Rock
Young Lust,3:30,Pink Floyd,The Wall,Rock
One of My Turns,3:37,Pink Floyd,The Wall,Rock
Don't Leave Me Now,4:16,Pink Floyd,The Wall,Rock
"Another Brick In the Wall, Pt. 3",1:14,Pink Floyd,The Wall,Rock
Goodbye Cruel World,1:14,Pink Floyd,The Wall,Rock
Hey You,4:39,Pink Floyd,The Wall,Rock
Is There Anybody Out There?,2:42,Pink Floyd,The Wall,Rock
Nobody Home,3:23,Pink Floyd,The Wall,Rock
Vera,1:33,Pink Floyd,The Wall,Rock
Bring the Boys Back Home,1:27,Pink Floyd,The Wall,Rock
Comfortably Numb,6:22,Pink Floyd,The Wall,Rock
The Show Must Go On,1:37,Pink Floyd,The Wall,Rock
In the Flesh,4:16,Pink Floyd,The Wall,Rock
Run Like Hell,4:24,Pink Floyd,The Wall,Rock
Waiting for the Worms,3:57,Pink Floyd,The Wall,Rock
Stop,0:31,Pink Floyd,The Wall,Rock
The Trial,5:19,Pink Floyd,The Wall,Rock
Outside the Wall,1:44,Pink Floyd,The Wall,Rock
"Shine On You Crazy Diamond, Pts. 1-5",13:31,Pink Floyd,Wish You Were Here,Rock
Welcome to the Machine,7:32,Pink Floyd,Wish You Were Here,Rock
Have a Cigar,5:08,Pink Floyd,Wish You Were Here,Rock
Wish You Were Here,5:35,Pink Floyd,Wish You Were Here,Rock
"Shine On You Crazy Diamond, Pts. 6-9",12:27,Pink Floyd,Wish You Were Here,Rock
Every Little Thing She Does Is Magic (Remastered 2003),4:21,The Police,Ghost in the Machine (Remastered),Rock
So Lonely (Remastered 2003),4:50,The Police,Outlandos d'Amour (Remastered),Rock
Roxanne (Remastered 2003),3:14,The Police,Outlandos d'Amour (Remastered),Rock
Message in a Bottle,4:51,The Police,Reggatta de Blanc (Remastered),Rock
Every Breath You Take,4:14,The Police,Synchronicity (Remastered),Rock
John the Fisherman,3:37,Primus,Frizzle Fry (Remastered),Hard Rock
Jerry Was a Race Car Driver,3:11,Primus,Sailing the Seas of Cheese,Hard Rock
Potions (Deliverance Mix),4:35,Puscifer,C Is for (Please Insert Sophomoric Genitalia Reference Here) - EP,Alternative
The Humbling River,5:05,Puscifer,C Is for (Please Insert Sophomoric Genitalia Reference Here) - EP,Alternative
Green Valley,3:55,Puscifer,Conditions of My Parole,Alternative
Horizons,3:29,Puscifer,Conditions of My Parole,Alternative
Man Overboard,4:19,Puscifer,Conditions of My Parole,Alternative
Conditions of My Parole,2:54,Puscifer,Conditions of My Parole,Alternative
Agostina,4:25,Puscifer,Money Shot,Alternative
Grand Canyon,5:58,Puscifer,Money Shot,Alternative
The Remedy,6:07,Puscifer,Money Shot,Alternative
If You Know You Know,3:22,Pusha T,DAYTONA,Hip-Hop/Rap
The Games We Play,2:46,Pusha T,DAYTONA,Hip-Hop/Rap
Hard Piano (feat. Rick Ross),3:16,Pusha T,DAYTONA,Hip-Hop/Rap
Come Back Baby,3:27,Pusha T,DAYTONA,Hip-Hop/Rap
Santeria,2:56,Pusha T,DAYTONA,Hip-Hop/Rap
What Would Meek Do? (feat. Kanye West),2:33,Pusha T,DAYTONA,Hip-Hop/Rap
Infrared,2:50,Pusha T,DAYTONA,Hip-Hop/Rap
"Trouble on My Mind (feat. Tyler, The Creator)",3:33,Pusha T,Fear of God II: Let Us Pray,Hip-Hop/Rap
Somebody to Love,4:59,Queen,A Day at the Races,Rock
Another One Bites the Dust,3:35,Queen,The Game,Rock
Under Pressure (feat. David Bowie),4:06,Queen,Hot Space,Rock
Bicycle Race,3:03,Queen,Jazz,Rock
Don't Stop Me Now,3:29,Queen,Jazz,Rock
We Will Rock You,2:01,Queen,News of the World,Rock
We Are the Champions,2:59,Queen,News of the World,Rock
Love of My Life,3:39,Queen,A Night at the Opera,Rock
Bohemian Rhapsody,5:54,Queen,A Night at the Opera,Rock
Killer Queen,3:01,Queen,Sheer Heart Attack,Rock
No One Knows,4:39,Queens of the Stone Age,Songs for the Deaf,Rock
Everybody Hurts,5:20,R.E.M.,Automatic for the People,Rock
It's the End of the World As We Know It (And I Feel Fine),4:07,R.E.M.,Document,Alternative
Losing My Religion,4:28,R.E.M.,Out of Time,Rock
Paranoid Android,6:27,Radiohead,OK Computer,Alternative
Karma Police,4:24,Radiohead,OK Computer,Alternative
Creep,3:59,Radiohead,Pablo Honey,Alternative
Striving for Perfection,1:44,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Knuckleheadz,4:03,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Knowledge God,4:25,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Criminology (feat. Ghostface Killah),3:47,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Incarcerated Scarfaces,4:43,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Rainy Dayz,6:03,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
"Guillotine (Swordz) [feat. Ghostface Killah, Inspectah Deck & GZA (Genius)]",4:23,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Shark N****s (Biters),1:39,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Ice Water,3:38,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Glaciers of Ice (feat. Ghostface Killah),5:21,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Verbal Intercourse,3:32,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Wisdom Body,2:38,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Spot Rusherz,3:13,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",4:13,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Wu-Gambinos (Hidden Chambers Remix),5:40,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Heaven & Hell,4:57,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
North Star (Jewels),3:58,Raekwon,Only Built 4 Cuban Linx,Hip-Hop/Rap
Guerrilla Radio,3:26,Rage Against the Machine,The Battle of Los Angeles,Hard Rock
Sleep Now In the Fire,3:26,Rage Against the Machine,The Battle of Los Angeles,Hard Rock
Bulls On Parade,3:49,Rage Against the Machine,Evil Empire,Hard Rock
Bombtrack,4:04,Rage Against the Machine,Rage Against the Machine,Hard Rock
Killing In the Name,5:14,Rage Against the Machine,Rage Against the Machine,Hard Rock
Know Your Enemy,4:55,Rage Against the Machine,Rage Against the Machine,Hard Rock
The Power of Equality,4:03,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
If You Have To Ask,3:37,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Breaking the Girl,4:55,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Funky Monks,5:23,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Suck My Kiss,3:37,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
I Could Have Lied,4:04,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Mellowship Slinky In B Major,4:00,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
The Righteous & the Wicked,4:08,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Give It Away,4:43,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Blood Sugar Sex Magik,4:31,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Under the Bridge,4:24,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Naked In the Rain,4:25,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Apache Rose Peacock,4:42,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
The Greeting Song,3:13,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
My Lovely Man,4:40,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
Sir Psycho Sexy,8:16,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
They're Red Hot,1:10,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative
By the Way,3:37,Red Hot Chili Peppers,By the Way,Alternative
Universally Speaking,4:18,Red Hot Chili Peppers,By the Way,Alternative
This Is the Place,4:17,Red Hot Chili Peppers,By the Way,Alternative
Dosed,5:11,Red Hot Chili Peppers,By the Way,Alternative
Don't Forget Me,4:37,Red Hot Chili Peppers,By the Way,Alternative
The Zephyr Song,3:52,Red Hot Chili Peppers,By the Way,Alternative
Can't Stop,4:28,Red Hot Chili Peppers,By the Way,Alternative
I Could Die For You,3:13,Red Hot Chili Peppers,By the Way,Alternative
Midnight,4:54,Red Hot Chili Peppers,By the Way,Alternative
Throw Away Your Television,3:44,Red Hot Chili Peppers,By the Way,Alternative
C****n,3:38,Red Hot Chili Peppers,By the Way,Alternative
Tear,5:16,Red Hot Chili Peppers,By the Way,Alternative
On Mercury,3:28,Red Hot Chili Peppers,By the Way,Alternative
Minor Thing,3:37,Red Hot Chili Peppers,By the Way,Alternative
Warm Tape,4:16,Red Hot Chili Peppers,By the Way,Alternative
Venice Queen,6:07,Red Hot Chili Peppers,By the Way,Alternative
Around the World,3:59,Red Hot Chili Peppers,Californication,Alternative
Parallel Universe,4:31,Red Hot Chili Peppers,Californication,Alternative
Scar Tissue,3:37,Red Hot Chili Peppers,Californication,Alternative
Otherside,4:16,Red Hot Chili Peppers,Californication,Alternative
Get On Top,3:18,Red Hot Chili Peppers,Californication,Alternative
Californication,5:21,Red Hot Chili Peppers,Californication,Alternative
Easily,3:51,Red Hot Chili Peppers,Californication,Alternative
